,text_lb,text
6124,-1.0,"Khách sạn bí, cũ cảm thấy cực kỳ không hài lòng"
6125,-1.0,"Tolet quá hôi, lại cạnh ngay giường"
6126,1.0,"khách sạn hợp lý cho gia đình nhỏ 3 ,4 người vì là căn Suites nên thoải mái"
6128,1.0,"Khách sạn mới, sạch sẽ, gần khu ẩm thực và gần biển."
6129,1.0,"Căn phòng trông như những bức tranh, thoải mái như sạch sẽ. Nhưng bữa sáng rất tệ, không có trứng tươi nấu cho bạn"
6131,1.0,"Khách sạn yên tĩnh, tiện nghi, mức giá hợp lý, không gian trong lành mát mẻ, buffet không quá nhiều món nhưng đối với mình không chú trọng ăn uống vậy là rất hài lòng!"
6132,1.0,"Phòng sạch sẽ giá rẻ mà lại đẹp cơ, nhân viên nhiệt tình vui vẻ lắm ạ"
6133,-1.0,"Hệ thống nước nóng rò rỉ nước, đặt ngay phía trên là bồn cầu, đi vệ sinh nước rớt vô đầu, lưng... cảm giác thua cái nhà nghỉ ở quê. Lễ tân làm thủ tục check in check out rất lâu, cảm giác như mới làm lần đầu tiên, check in mất 20p, check out tầm 15p"
6134,1.0,"Một nơi tuyệt vời cho kỳ nghỉ ngắn. Vị trí tốt cho khách du lịch được bao quanh bởi các nhà hàng và thực phẩm địa phương, dễ dàng di chuyển xung quanh Dịch vụ phòng khá tốt, lễ tân đẹp, phòng sạch sẽ và giường rộng (Thật tuyệt khi ở trong phòng lớn trên đỉnh tòa nhà) . Tuy nhiên, mạng nước và wifi không đủ mạnh, không có thang máy trong tòa nhà Giá cả rất chấp nhận được rất đáng !!!"
6135,-1.0,"Không có phòng dành riêng cho chúng tôi khi nhận phòng (sau 14:30). Chúng tôi có thể hiểu được okie + vì đặt phòng vào phút cuối. Nhân viên lễ tân yêu cầu đổi phòng khác với phòng 2 giường + giá cao hơn, trả nhiều tiền hơn. Nhưng chỉ có phòng tiêu chuẩn là cần thiết với giường DBL! Sau một giờ, nhân viên tiếp tân xử lý chìa khóa phòng và đừng quên nhắc nhở chúng tôi: Không nên đặt phòng qua OTA với giá rẻ hơn và tôn trọng khách sạn? ""(Ý anh ấy là gì?) Nếu không, phòng vẫn ổn và sạch sẽ. Vì vậy, giới thiệu cuốn sách thông qua OTA để có giá tốt."
6136,1.0,"Chất lượng tốt, phục vụ nhiệt tình"
6137,1.0,"Phòng sạch sẽ thoáng mát, hồ bơi đẹp như giới thiệu. Buffet sáng thì có phần hơi đơn điệu, nếu không đặt nặng vấn đề này thì ok"
6138,1.0,"thật tốt, tôi sẽ trở lại vào lần sau"
6140,1.0,"Phải nói là khách sạn rất tuyệt. Nhân viên rất thân thiện. Chuyến đi của mình có 1 chút trục trặc nhỏ, tuy nhiên được nhân viên (bạn Nhung) xử lý khá tốt (Ngoài ra có bạn Trâm cũng rất nhiệt tình). Phòng ốc sạch sẽ, tuy không view biển nhưng cũng rất ổn. Rất gần biển."
6141,-1.0,Cơ sở vật chất khá tệ và họ không xứng đáng với khách sạn 3 sao
6142,1.0,"Nhân viên thân thiện, khách sạn sạch sẽ, quản lý khách sạn đẹp trai"
6143,1.0,Tôi đã có 1 kì nghĩ thoải mái tại khách sạn. Khách sạn rất Nhiệt tình
6144,1.0,"Vị trí rất ok, tiện cho di chuyển ra Bến Ninh Kiều"
6145,1.0,"Khách sạn sạch sẽ, giá cả hợp lý, nhân viên thân thiệt vui vẻ. View hồ bơi tuy nhỏ nhưng lên hình rất đẹp. Ăn sáng món hơi bị hạn chế và bình thường nhưng tạm ổn. Tôi rất thoải mái khi ở đây "
6146,-1.0,Nhà vệ sinh phòng tắm rất là hôi luôn vào phòng phải đóng kín phòng vệ sinh chứ mở ra chịu không nổi
6147,1.0,"dịch vụ tốt ,nhân viên thân thiện nhiệt tình,nội thất mới đẹp"
6148,1.0,"Khách sạn khá tốt, nhân viên thân thiện"
6149,1.0,"Phòng rộng rãi, sạch sẽ, đầy đủ tiện nghi, nhưng wifi yếu quá. Ăn sáng ngày đầu rất ngon và nhiều món, những ngày sau ít món hơn, có lẽ do khách về bớt nhưng các món ăn rất chất lượng. Sẽ quay lại lần tới"
6150,1.0,mọi thứ ổn. view ổn. giá tiền phù hợp.cách âm không được tốt lắm. tủ treo quần áo chỉ để trang trí. không treo dc.
6151,1.0,"Phòng rất sạch sẽ vào thoáng mát, chị chủ và nhân viên rất nhiệt tình. Từ sảnh tới phòng nghe toàn mùi xả rất thơm. Lần sau tới mình vẫn chọn Hương Sen là điểm dừng chân."
6152,1.0,Tốt và sạch sẽ. Giá cả
6154,1.0,"Phòng sạch đẹp, view tuyet voi.nhan vien thân thiện, nhiet tinh...all perfect"
6155,1.0,"Phòng đẹp, khuôn viên đẹp, đồ ăn sáng ít nhưng ngon, nhân viên nhiệt tình lễ phép ❤️"
6156,1.0,"Bất tiện .. không có xe điện chở lên trung tâm, bải biển vắng .. đã vậy resort không bán nước uống .. phòng nước nóng yếu, đèn tối"
6157,1.0,"khách sạn rất tuyệt, nhân viên niềm nở nhiệt tình."
6158,1.0,"lúc đến check in đợi khá lâu. phòng không dọn rác, nguyên 1 thùng rác đầy vỏ bánh trái. tắm xong không có máy sấy, không có lược phải gọi lễ tân đem lên. tối ngủ có con gì cắn mà 2 mẹ con mình nổi mẩn ngứa hết người.. phòng đẹp. không có ý định quay lại"
6159,-1.0,"Mình không thích ở tầng trệt nên muốn đổi phòng khác, dù đã full phòng nhưng Lễ Tân vẫn giúp mình đổi được phòng ở lầu 4, thậm chí phòng hạng cao hơn phòng mình. Đã ở nhiều lần, và sau nhưng góp ý có cãi thiện rõ rệt. Sẽ tiếp tục quay lại."
6160,1.0,"Dịch vụ tốt. Nhân viên nhiệt tình, check in out rất nhanh !"
6161,1.0,Phòng thay đồ khi chúng tôi đến. Khói ở trong phòng và phí quá cao.
6162,1.0,nhân viên thân thiệt. khách sạn dịch vụ tốt trong tầm giá
6163,1.0,Tôi thấy khách sạn sach đẹp và thoải mái. Tuy nhiên hai phòng cùng giá tiền lại có tiện nghi khác nhau một chút
6164,1.0,Khách sạn nằm ở vị trí thuận lợi. Phòng không được như hình. Vệ sinh chưa được sạch sẽ.
6165,1.0,"Thật thoải mái và thuận tiện khi ở lại đây. Tôi đã có một kỳ nghỉ Tết tuyệt vời ở đây với bạn bè và gia đình của tôi, chủ sở hữu và nhân viên rất thân thiện và hữu ích, họ có một nhà bếp với mì ăn liền và túi trà. Trang trí rất tươi và theo phong cách vườn. Tôi sẽ quay lại đây lần sau ❤️"
6166,1.0,"Khách sạn sạch sẽ, cô chủ vui tính đàn hát rất hay"
6167,1.0,Khách sạn phù hợp cho gia đình có trẻ nhỏ 👏
6168,1.0,"Tôi và gia đình bao gồm 4 người già ở lại đây để rút lui sinh nhật. Trải nghiệm thật đáng nhớ. Các cảnh quan xung quanh là hoàn toàn tuyệt vời và thư giãn. Các cơ sở sạch sẽ và quá đủ. May mắn thay, chúng tôi đã có ánh nắng mặt trời vào ngày hôm đó để sử dụng hồ bơi ngoài trời. Spa sạch sẽ với nhân viên mát xa chuyên nghiệp, chúng tôi thực sự rất thích các buổi đá nóng. Vị trí khá xa trung tâm thành phố nhưng họ cung cấp xe buýt đưa đón miễn phí theo lịch trình. Chúng tôi ở đó chỉ để tận hưởng bầu không khí đẹp và khá tốt nên dù sao chúng tôi cũng không bận tâm. Nhìn chung, nó là một thỏa thuận rất tốt cho giá mà bạn phải trả, chắc chắn đề nghị cho cặp vợ chồng và gia đình cho một sự rút lui tốt. Mẹo: chọn phòng nhìn ra núi thay vì xem gôn, theo kinh nghiệm của tôi, nó riêng tư hơn với tầm nhìn đẹp không kém và cũng rẻ hơn :)"
6169,-1.0,Thái độ quản lý khách sạn rất tệ.
6170,1.0,"Phòng đẹp và rộng rãi, hồ bơi rất tuyệt!"
6171,1.0,"Mình ở từ 13 đến 15/6 vừa rồi, cũng dịch xong nên khá vắng, anh chủ người Hàn rất thân thiện và nhiệt tình, chở nhóm mình đi kiếm quán ăn, được miễn phí nước, sáng sớm và xế anh chủ làm khoai lang bọc đường, cũng free luôn :D Phòng ốc nội thất rất đẹp, đầy đủ tiện nghi, phòng tắm nước xả rất mạnh. Chỉ có khăn hơi cũ =.="
6172,1.0,"Phòng rất đẹp và sạch sẽ, nhân viên thân thiện"
6173,1.0,"Khu biệt thự liền kề, bên ngoài nhìn hiện đại nhưng bên trong nội thất hơi cũ, xa trung tâm thành phố"
6174,1.0,"khách sạn sang trọng, sạch sẽ, gần trung tâm đi lại thuận tiện, view đẹp, lễ tân thiên thiện. chỉ có điều bữa sáng nên đa dạng hơn thì sẽ ngon miệng hơn. vote cho 5 sao luôn."
6175,-1.0,Hành lang mùi thảm hôi. Nhân viên xử lý thông tin chậm ! Tuy nhiên đội ngũ nhà bếp làm rất tốt và nhiệt tình !
6176,1.0,"Khách sạn có không gian rất thoáng mát, dành để nghỉ dưỡng là cực kì tuyệt vời, nhân viên rất thân thiện, dễ thương, lúc về ra tận cổng để chờ khách lên taxi vẫy tay chào tạm biệt đàng hoàng, phòng đẹp, sạch sẽ 💙"
6177,1.0,anh chị chủ nhà trọ rất nhiệt tình và sữa chua phô mai rất ngon
6180,-1.0,Du lịch miền tây như một cơn ác mộng. Thật kinh khủng và tệ.
6181,1.0,"Mình xin chấm điểm 10 cho khách sạn, với mức giá hôm mình đặt là khoảng 400k nhưng chất lượng và dịch vụ thì với cùng tuyệt vời. Phòng đẹp, sạch sẽ, thiết kế đèn sang trọng. Nhân viên từ chú bảo vệ, đến lễ tân, cả house keeping đều dễ thương và chuyên nghiệp. Kháchsạn có ăn sáng tuy không đa dạng món nhưng ăn thật sự bao no. Thuê xe cũng không quá mắc. Đặc biệt phòng ốc dọn sạch sẽ và thay khăn mỗi ngày. Chắc chắn sẽ ghé lại nhiều nhiều lần nữa"
6182,-1.0,"Chỉ vì thấy lượt đánh giá cao nên tò mò ở thử, và thất vọng luôn ✅ Nhà mình thuê 2 phòng, ở 2 đêm, tối đầu tiên cả nhà ra lễ tân mượn xe đạp thì được trả lời “Hết xe”, mặc dù khi đó khách sạn không đông và là trong tuần (thứ 5) ok, cả nhà đi bộ, tuy có hơi chút khó chịu vì chưa từng gặp khách sạn nào bị hết xe đạp như vậy Sáng hôm sau cần mượn xe đạp để đi, câu trả lời lặp lại “hết xe”, lần này khó chịu thật sự, cộng với việc khi mở cửa ở tầng dưới, bên trong thấy rất nhiều xe đạp, thắc mắc với nhân viên thì được trả lời “toàn bộ số xe đó bị hỏng” ✅ Phòng mình thuê 2 đêm, sáng hôm sau có treo biển dọn phòng, nhân viên vào dọn nhưng không hề bổ sung dầu gội và sữa tắm đã hết, 2 cái vỏ hộp bé tí, trống trơn vì đã được dùng hết từ hôm qua Nhưng bim bim trong phòng con mình ăn thì được bổ sung hộp mới luôn. Phải chăng khách sạn thờ ơ với những dịch vụ đi kèm tiền phòng vì đằng nào cũng thu được ngần ấy tiền, còn các dịch vụ phát sinh có thu phí thì lại làm rất nhanh. Nhà mình năm nào cũng đi Hội An ít nhất 3 lần, lần nào cũng ở không dưới 3 ngày, đã từng ở rất nhiều khách sạn, homestay và chưa từng phàn nàn về dịch vụ. Nhưng lần này thì ngoại lệ, lại là chuyến du xuân đầu năm nên có tí buồn Ps: Mình ở phòng Villa Double 109 từ 29/1 đến 1/2"
6183,1.0,"Tôi đã có một kỳ nghỉ tuyệt vời ở đây Khách sạn gần trung tâm, vị trí thuận lợi, Giá phòng đẹp, chất lượng tốt Nhiệt tình"
6184,1.0,"Khách sạn khá ổn so với giá, phòng hơi chật nhưng tạm đủ. Tuy nhiên có một số bất tiện điều hoà phát ra tiếng khi ngủ, nhân viên lễ tân chưa thân thiện."
6185,1.0,"Tuy đường vào hơi gập gềnh nhưng khi vào tới cổng khách sạn thì mọi thứ hoàn toàn khác. Nhân viên nhiệt tình, phòng ốc sạch sẽ, đầy đủ tiện nghi"
6186,1.0,"Khách sạn còn khá mới, sạch sẽ, dịch vụ tốt, bữa sáng ngon miệng. Đi với gia đình để trở lại ở lại"
6187,1.0,"So với mức giá mình bỏ ra thì mình có thể ở một căn phòng tươm tất và đàng hoàng hơn. Bước vô phòng thật sự thất vọng và mất hứng khi thấy căn phòng thực tế. Nó bé, cũ, ẩm thấp và có vẻ như một căn phòng để bẫy khách để chọn một căn phòng tốt hơn với việc bù thêm tiền. Sau khi xem qua hết mọi thứ thì từ thất vọng này đến thất vọng khác với các trang thiết bị trong phòng. Tivi thì bên hông giường làm sao coi khi nằm. Đèn thì hư. Nhà tắm thì còn tóc của ai đó khi vào. Nhà tắm thì ở riêng lại không có chỗ móc đồ tắm hay khăn. Nói tới khăn thì được đưa một khăn tắm và một khăn mặt trong khi đó mình đăng ký và vào 2 khách. Lại có một phòng dư thừa với bồn rửa chén chả biết làm gì. Phòng lại không có nước uống mặc dù R*dD**r ghi miễn phí nước uống nhưng mình cũng không buồn hỏi xin nước. Phòng cách âm rất kém, phòng nghe được các âm thanh ở ngoài và có thêm quán karaoke bên cạnh hát từ sáng tới tối. Khi gọi liên lạc số điện thoại được niêm yết thì người này không còn liên lạc với phòng nên mất thời gian kiểm tra liên lạc. Không rõ các thông tin giữa agent với các bên liên quan như thế nào. Mình thiết nghĩ các bạn cần xem lại và kiểm tra để mang tới trải nghiệm tốt cho khách hàng. Càng ngày càng khó tin vào các thông tin niêm yết của các khách sạn đặc biệt như nơi này. Giá như mình ở khách sạn khách sẽ không phải có một ngày tệ như vậy. Sẽ không quay lại nơi đây."
6188,1.0,"Khách sạn ở trung tâm, cực kì sạch sẽ, tiện nghi, thuận tiện di chuyển tới các điểm ăn uống và tham quan Anh chị lễ tân và đội dọn phòng rất thân thiện và nhiệt tình Ngoại trừ ban ngày và đêm hơi ồn do ca nhạc từ ngoài phố vang lại thì mình không có gì để chê về Ngàn Hoa Xứng đáng trải nghiệm 5 sao"
6189,1.0,"Các nhân viên và chủ nhà rất thân thiện và hữu ích. Căn phòng thực sự sạch sẽ và thoải mái với giá tôi đã trả. Đi bộ đến khu phố hơi xa nhưng không có giao dịch lớn nên chúng tôi bắt taxi. Hồ bơi nhỏ hơn tôi nhìn trong hình, không thực sự đủ cho người yêu bơi."
6190,1.0,"Khách sạn sạch đẹp, nhân viên nhiệt tình"
6191,1.0,Phòng to sạch sẽ thoải mái. Gần trung tâm tiện đi chuyển
6193,1.0,"Vị trí tốt, sạch sẽ tuy nhiên chống ồn hơi kém, đêm ngủ rất ồn, không có nước ấm"
6194,1.0,"Giá cả hợp lý, thiết kế hiện đại, sạch sẽ. Nhân viên thân thiện. Sẽ quay trở lại khi đến dalat"
6195,1.0,Phòng sạch sẽ. Tiện nghi. Lễ tân thân thiện
6196,1.0,mọi thứ đều rất tốt.mấy bạn lễ tân đều rất xinh gái dễ thương.😍😍😍.đồ ăn sáng rất ngon
6197,-1.0,"Đặt 4 sao nhưng thực tế chỉ 2 sao, ở tại khu B, không được ở sảnh chính."
6198,1.0,"Ngày đầu tiên, gặp tiếp tân buổi tối không vui vẻ. Nhân viên ít nên khi khách vào đông họ không nhiệt tình nếu cần sự trợ giúp."
6200,1.0,Khách sạn này lên hình quang cao thì đẹp mà tới lúc nhận phòng thì khác xa. khách sạn vừa có mùi vừa không sạch sẽ. nói chung không hài lòng tý nào
6201,1.0,"Phòng sạch sẽ, thoải mái, lễ tân dễ thương."
6202,1.0,"Phòng đẹp. Không gian thoáng. Nhân viên lễ tân và khu tiền sảnh rất nhiệt tình. Tuy nhiên, cần để ý lại thái độ của nhân viên buồng phòng. Khi mình yêu cầu dọn phòng hoặc xin thêm khăn sạch nhưng lại bị hỏi lại với thái độ cực kỳ bất lịch sự, không có chủ ngữ vị ngữ, không thể hiện thái độ đúng của ngành dịch vụ. Hi vọng quản lý để ý nhắc nhở."
6203,1.0,"View đẹp, phòng thoáng, có điều phòng có chút bụi bám chắc do lâu không có khách do dịch covid"
6205,1.0,"Sạch sẽ, nhân viên nhiệt tình, nước nóng đầy đủ, mỗi tội không có chỗ đỗ xe máy, dắt lên dắt xuống hơi bất tiện chút"
6206,1.0,"Phòng ốc tuyệt vời, Bữa sáng ngon tuyệt vời, buffet đa dạng. Hồ bơi cũng tuyệt, bơi rất đã luôn. Điểm trừ duy nhất là bãi biển nhìu rác, nước dơ, bờ biển không được lài, nên chủ yếu tắm hồ bơi là chính. Nếu tắm biển thì nên chạy qua các bãi khác như Hòn Rơm sẽ ổn hơn."
6208,1.0,"Khách sạn sạch sẽ, nhân viên thân thiện"
6209,1.0,Tất cả nhân viên của khách sạn này rất tốt và dịch vụ tốt nhất. Cám ơn rất nhiều
6210,1.0,"Vị trí rất chiến lược, phía trước nhà nghỉ có xe buýt đến sân bay, hối hả và nhà trọ khá rẻ."
6211,1.0,Các thiết lập phòng là rất tốt đẹp. Bữa sáng rất ngon - Nhân viên rất thân thiện - một kỳ nghỉ thú vị ở Đà Lạt cùng gia đình
6212,1.0,Các nhân viên thật tuyệt vời❤️❤️ Vị trí su ** s! Bãi biển bẩn ... không phải lỗi của họ. Thực đơn nhà hàng là tồi tệ nhất. Những bức tường bẩn thỉu.
6213,1.0,"mô hình khách sạn mới, thích hợp cho di trải nghiệm"
6214,1.0,"Khách sạn ngay trung tâm, cách đường biển 5 phút đi bộ. Anh chủ cực dễ thương và nhiệt tình chỉ mình các địa điểm ẩm thực nổi tiếng của dân địa phương."
6215,1.0,Rất thoải mái và dễ chịu! Chủ rất vui tính và nhiệt tình! Tiếp tục ghé lại nếu lên Đà Lạt
6216,1.0,"Tất cả mọi thứ đều ok, sạch sẽ, ngay trung tâm mà gần công an phường nữa nên cũng an ninh"
6217,1.0,"Phòng tuy hơi nhỏ, nhưng sạch sẽ, nhân viên nhiệt tình với giá bình dân mà lại bao gồm bữa sáng thì không còn gì bằng. Thật hài lòng khi đã chọn Galaxy làm nơi dừng chân ở SG."
6218,1.0,"Tốt dịch vụ tốt, phòng sạch, thoáng mát"
6219,1.0,"Nhân viên thân thiện, phòng ốc sạch sẽ. Phòng ngay sát hồ bơi và biển. Ăn sáng không phải buffet nhưng món bèefsteak khá ngon. Lần sau sẽ quay lại"
6220,1.0,"Khách sạn sạch sẽ, nhân viên niềm nở, hồ bơi, và xông hơi ok. Chỉ không thích phần giặt là không cẩn thận làm mình mất 1 cái áo đồng phục gia đình"
6221,1.0,"Phòng không cách âm, dán tường bị mốc, có côn trùng nhỏ như gián con."
6222,1.0,Chủ nhà thân thiện nhiệt tình
6223,-1.0,phong cach am qua kem. can cai thien lai van de nay
6225,1.0,khách sạn vị trí trung tâm cách sun plaza khoảng chừng 500m rất thuận lợi cho việc di chuyển. Nhân viên tư vấn nhiệt tình gần gũi. Rate 5*
6226,-1.0,"Không đúng như mô tả, không đúng chuẩn 3*, máy lạnh thì không đủ lạnh, vòi sen nước yếu, mình check in tầm 7-8h tối lại để cho chú bảo vệ trực quầy lễ tân, chú không biết gì cả, đợi tầm 10-15p mới được nhận phòng, nhận phòng thất vọng vô cùng. Không bao giờ quay lại"
6227,1.0,Khách sạn đẹp. Tuy nhiên đồ ăn sáng không ngon lắm. Khăn tắm củ quá
6228,-1.0,Phòng nhỏ nhưng sạch sẽ đầy đủ. Nhân viên không nhiệt tình.
6229,1.0,"Khách sạn to rộng đẹp gần ngay chợ đen đáng giá tiền, Phòng vip view đẹp, Mấy phòng khác thì không biết, có một khuyết điểm là wifi hơi yếu, và đồ ăn sáng không phong phú lắm do mùa dịch"
6230,-1.0,"Nhà vệ sinh bẩn, giường không thay ga trải, vẫn còn ẩm và mùi của khách trước. Không có tủ để đồ. Điều hoà khó tiếp cận."
6232,1.0,"Khách sạn nằm ở khu yên tĩnh, thích hợp nghỉ dưỡng. Trong khuôn viên còn có vườn dâu, vườn rau để tham quan cũng khá dễ thương, có thể mua cây trong đó về trồng."
6233,1.0,"phòng đẹp, tiện nghi, gần trung tâm và biển. giá cả rẻ và nhân viên phục vụ ân cần. có cho thuê xe máy 150k/ngày. các dịch vụ ăn uống trong phòng giá cũng mềm và tương đối tốt. rất đáng với số tiền bỏ ra"
6234,1.0,"Lối vào khách sạn quá nhỏ chỉ 1 xe đi vừa mà khi xe ô tô muốn ra vào không có nhân viên ra đứng cảnh báo xe chiều ngược lại khiến việc đi lại quá khó khăn, khách sạn quá xa bãi biển mà lại không có xe điện đưa đón mặc dù lúc đến có hỏi và bảo có xe đưa đi tắm. Nói chung nhà mình chỉ ghé 1 lần và không bao giờ quay lại nữa"
6235,1.0,Nhân viên rất chu đáo nhiệt tình
6236,1.0,"Phòng sạch sẽ, rộng rãi, gần biển. Nếu có dịp sẽ tiếp tục nghỉ tại đây."
6237,1.0,"Tôi đã ở khách sạn này lần thứ 5. Khách sạn mới xây mọi thứ đều mới. Phòng đẹp hơn hình, ga giường, khăn và mọi thứ rất thơm. Nhân viên rất dễ thương và các bạn ấy thật sự chuyên nghiệp. Có xe đưa ra sân bay. Tôi sẽ quay lại nhiều lần nữa!!"
6239,1.0,"Thuận tiện, sạch sẽ và thuận tiện. Khách sạn nằm trên đường."
6241,1.0,"Phục vụ tốt, phòng đẹp, tuyệt với"
6242,-1.0,"nhân viên thái độ không thân thiện, phòng dơ, nhà vệ sinh xuống cấp"
6243,-1.0,"phòng quá nóng, nhà vệ sinh hơi tệ"
6244,1.0,"Tôi đã có một kỳ nghỉ tuyệt vời ở khách sạn Malibu. Mọi thứ hoàn hảo. Dịch vui rất tốt, ai cũng chu đáo và thân thiện. Tuy nhiên còn có 1 thứ cần cải thiện đó là độ ấm của hồ bơi. Cảm ơn Malibu đã khiến gia đình tôi có một kỳ nghỉ trọn vẹn."
6245,1.0,"Khách sạn rất tốt, thái độ tốt"
6246,1.0,Khách sạn tiêu chuẩn 2 sao mà chẳng hơn nhà nghĩ bên ngoài là bao: + không tủ lạnh mini + khăn tắm thì chỉ 1 cái + xà bông thì xà bông bịch + chăn mền nhìn cũ kĩ + nhìn bao quát trong phòng giống như nhà nghĩ.
6247,1.0,"Vinpearl Tây Ninh phòng đẹp, mới, sạch sẽ, buffer sáng nhiều món, rất đáng để trải nghiệm. Giá phòng được miễn phí Sauna, Steam, Jacuzzi nóng lạnh nên mình rất thích."
6248,1.0,Khách sạn sạch sẽ. Phòng Delux khá nhỏ. Thức ăn là ok. Nước của bể bơi có vị lạ (chua).
6249,-1.0,"Phòng cũ, nhà vệ sinh dơ, dọn phòng trễ, tủ lạnh không hoạt động, lễ tân thì thái độ không nhiệt tình"
6251,-1.0,"Phòng cũ, thảm cũ trông thiếu sạch sẽ"
6252,1.0,Phòng ở sạch sẽ thoải mái. Phòng như hinh
6253,1.0,Resort còn khá mới nên sạch sẽ và thoải mái. Nhiều trò chơi để mọi người thử sức và khám phá khu thiên nhiên.
6254,1.0,Tốt nhất! Tôi đã gặp rất nhiều người bạn ở đây mà tôi đã trải qua năm mới. Chủ sở hữu và tất cả các nhân viên đều rất tốt - với bữa sáng miễn phí và căn phòng thực sự ấm cúng và lớn. Và giá cả? Nó rất phải chăng! Cảm ơn rất nhiều Long Hostel! Bạn đã làm cho chuyến đi Sài Gòn của tôi trở nên đáng nhớ! Đặt bây giờ!
6256,1.0,tôi rất hài lòng. Khách sạn sạch sẽ. lễ tân lịch sự. rat đáng để trải nghiệm
6257,1.0,"Vị trí thuận tiện, gần nhiều quán ăn & CH tiện lợi. Bé lễ tân khá dễ thương, thân thiện. Phòng như hình, tiện nghi, WC sạch sẽ, phòng vợchồng mình ở thì có vẻ rộng hơn nhìn trong hình, mình thích ánh đèn vàng làm cho phòng nhìn ấm cúng. Có điều nệm lò xo nằm hơi kêu tí :). Nhưng nhìn chung thì mình thấy hài lòng về giá cả & chất lượng. Sorry các bạn vì quên chụp hình mất rồi ;)"
6258,-1.0,"Tóm tắt: - cơ sở vật chất khá cũ, không tương xứng với chuẩn 4*. Còn lại trải nghiệm khá ok, không phàn nàn gì so với giá tiền 1tr/ngày. Tốt: - bữa sáng khá ngon. - hồ bơi sạch sẽ, luôn có nhân viên an ninh trực hồ bơi. - nhân viên thân thiện. - khuôn viên tươi xanh, yên bình để nghỉ dưỡng. - bãi biển sạch, cát trắng phau. Cần cải thiện: - tv nên thay bằng smart tv - nên cho nhân viên mặc đồng phục đồng bộ và sang trọng tí."
6259,1.0,Tuyệt vời. Quá chút thời gian lưu trú khách sạn không tính thêm tiền
6260,1.0,Nơi tuyệt vời. Phục vụ tốt và rất sạch sẽ. Cảm ơn vì tất cả những điều đó! 😘👍🏻
6261,-1.0,"Khách sạn phục vụ kém, trên phòng không có điện thoại bàn."
6262,1.0,"Little charm dorm hà nội là nơi tốt nhất cho chuyến đi của bạn ở Hà Nội. Nằm trong khu phố cổ và gần hồ, chợ đêm, thực phẩm bán rong, cửa hàng, minimart, cafe, v.v. bạn chỉ có thể làm mọi việc chỉ với đi bộ. Điều quan trọng nhất mà các khách sạn cơ sở có rất lớn. Họ có hồ bơi và nơi ấm cúng để ngồi và thư giãn. ồ, đồ ăn cũng ngon."
6263,1.0,"cô chủ và mọi người rất thân thiện và nhiệt tình tiêp đón. Nếu có cơ hội, tôi sẽ quay trở lại đây ❤❤❤"
6264,1.0,"Phòng khá đẹp, sạch sẽ, gần biển. Nhân viên rất nhiệt tình và thân thiện, tuy nhiên xung quanh đang sửa đường và gần công trường nên hơi bụi bặm chút"
6265,-1.0,"phòng hơi nhỏ, cách âm không tốt, thực đơn an sáng thì đơn điệu, ít món."
6266,-1.0,Phòng ốc không vệ sinh kĩ. Nhà tắm kẹt nước lênh láng mặc dù đã báo lễ tân
6267,1.0,"Nhân viên nhiệt tình, khách sạn đẹp, phòng sạch sẽ và đẹp như hình 🥰"
6268,1.0,"Mình book được phòng khá rộng rãi, sạch sẽ."
6269,1.0,Chu đáo sạch sẽ ngăn nắp
6270,1.0,"Ở đây. Rất rất tuyệt vời. Từ nhân viên phục vụ, cho đến phòng ốc rất ok, được free cafe và nước uống khi nhận phòng, tolet rất đẹp mọi thứ hoàn hảo"
6272,1.0,Địa điểm đẹp và nhân viên - thật hạnh phúc :)
6273,1.0,"Chị chủ Villa thân thiện dễ mến, khu vực tách biệt với khung cảnh tuyệt vời, tôi & nhóm bạn đã có sự trải nghiệm đặc biệt khi ở đây. Sẽ quay lại ủng hộ vào lần tới."
6274,1.0,Phòng trang trí đơn giản nhưng cảm thấy thoải mái với cách trang trí ở đây
6275,1.0,"Tôi quay lại Teracotta đơn thuần chỉ để lại được nghỉ ngơi, tận hưởng không khí trong lành nơi yên ả giữa rừng thông.... Phòng sạch sẽ, thức ăn ngon và nhân viên chuyên nghiệp...."
6277,1.0,"Khách sạn ngay thị trấn, không gian xanh, rất thoải mái và yên tĩnh. Mình còn được upgrade free lên phòng view bể bơi, mình rất hài lòng với resort. Giá cả phải chăng."
6278,1.0,"Hợp lý với giá tiền bỏ ra, nói chung có 1 chỗ ngủ nghi thôi nhé, hợp lý"
6279,1.0,"Khách sạn sạch sẽ, tiện nghi, gần phố cổ, cơm gà Bà Buội. Nhân viên thân thiện, chuyên nghiệp."
6281,1.0,"Khách sạn trung tâm, sạch sẽ, chủ nhà nhiệt tình,"
6282,1.0,"mình đã đến đây ở 4 lần rồi, lần nào cũng vậy, rất hài lòng về cách phục vụ lẫn dịch vụ của khách sạn... tôi sẽ chọn chỗ này cho những kỳ nghỉ sắp tới"
6283,1.0,"Gần trung tâm, sạch sẽ và rất thoải mái :)"
6284,1.0,"Đẹp, hồ bơi là okey, thức ăn bình thường"
6285,1.0,"siêu gần các địa điểm du lịch. đi bộ vài bước đến quảng trường, nhà thờ, thác bạc."
6286,1.0,"Khách sạn gần biển, ăn sáng ok, mỗi tội phòng nhiều muỗi dã man😔"
6287,-1.0,"Phòng rất nhỏ, rất ngộp và bị ẩm mốc. Khách sạn rất cũ"
